name,jobs_count,aborted_jobs_count,terminated_jobs_count,power,efficiency,overhead
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,2603,24,2576,12173.944320000022,0.2118458843090876,2.539794344922877e-06
EDF_VD_mono_LA_RL,2603,0,2600,4831.166504141835,0.538793270273009,0.0002210621039072
EDF_VD_mono_LA_maxQoS,2603,0,2600,12260.545920000046,0.2123070226223654,2.541268029947041e-06
EDF_VD_mono_LA,2603,52,2548,1456.618151265181,1.7513169101897206,1.8152791058951496e-05
EDF_VD_mono_LA_between_random,2603,5,2595,5630.74681983058,0.4613952790152568,1.5417704268228667e-05
EDF_VD_mono_LA_between_uni,2603,0,2600,2589.4247007322065,1.0052425927905742,4.343869203607463e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,4206,162,4038,41375.4383890881,0.0977391456731131,3.124026860183726e-06
EDF_VD_mono_LA_RL,4206,150,4050,15957.185699648351,0.2541801591047087,0.0003435162439403
EDF_VD_mono_LA_maxQoS,4206,76,4124,42914.08990809615,0.0962387879795357,3.2519445221218936e-06
EDF_VD_mono_LA,4206,188,4012,22995.302217610948,0.1747313412964329,2.9950492762471787e-05
EDF_VD_mono_LA_between_random,4206,141,4059,22933.67305307669,0.1772502813043572,2.647606147961183e-05
EDF_VD_mono_LA_between_uni,4206,146,4054,18624.68785942893,0.217990230528593,2.6417506603196267e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,4206,162,4038,41443.63839305596,0.097578305303368,3.1604965105424e-06
EDF_VD_mono_LA_RL,4206,148,4052,15997.577237635653,0.2536634103852433,0.0003020921254266
EDF_VD_mono_LA_maxQoS,4206,76,4124,43179.63838115198,0.0956469334815632,2.972860364602652e-06
EDF_VD_mono_LA,4206,188,4012,22918.993682864453,0.1753131073553236,4.580542682770701e-05
EDF_VD_mono_LA_between_random,4206,137,4063,22973.770185756257,0.1771150301887663,2.682475743384648e-05
EDF_VD_mono_LA_between_uni,4206,145,4055,18745.564233366567,0.2166379176131458,4.375193976610987e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,4206,147,4053,18084.001835922834,0.2244525319576681,0.0003269521959042
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,4206,139,4061,18043.68612897745,0.2253974033314932,0.0003357432930328
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,4206,162,4038,41235.32831305601,0.0980712453481201,3.196571894410708e-06
EDF_VD_mono_LA_RL,4206,137,4063,18097.1801916896,0.2248416580318145,0.0003375037433138
EDF_VD_mono_LA_maxQoS,4206,76,4124,42799.365107104015,0.0964967585305251,2.78863991757175e-05
EDF_VD_mono_LA,4206,189,4011,23015.716799691432,0.174532908749288,2.9681578456292512e-05
EDF_VD_mono_LA_between_random,4206,139,4061,22821.425889059687,0.178209723606695,2.632263046306196e-05
EDF_VD_mono_LA_between_uni,4206,145,4055,18558.71460146185,0.2188190339259874,2.672833399682909e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,4206,148,4052,16018.188890762478,0.2533370050555594,0.0034694571993244
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,58,4,49,265.61730574496494,0.2033000065584907,0.0003526176725115
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,531,4,521,2229.318809540686,0.2363950807505094,0.0007270723168539
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,4206,162,4038,41454.60991107201,0.0975524798972936,6.595768602976359e-06
EDF_VD_mono_LA_RL,4206,148,4052,16040.469807045602,0.2529851088412365,0.003360141799364
EDF_VD_mono_LA_maxQoS,4206,76,4124,42845.37407008002,0.0963931367070052,2.851757875889628e-05
EDF_VD_mono_LA,4206,186,4014,22922.74982679825,0.1753716299473088,4.765673672761473e-05
EDF_VD_mono_LA_between_random,4206,134,4066,22958.67625086614,0.177362142115941,4.262060297530667e-05
EDF_VD_mono_LA_between_uni,4206,145,4055,18642.994079846267,0.2178298176037122,4.315373459882688e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,4206,162,4038,41311.315513056,0.0978908550787238,6.806363232615088e-06
EDF_VD_mono_LA_RL,4206,148,4052,16037.133460349583,0.253037739570669,0.0033778008502025
EDF_VD_mono_LA_maxQoS,4206,76,4124,42901.97758710395,0.0962659586405977,6.735034795472459e-06
EDF_VD_mono_LA,4206,189,4011,22902.17660802303,0.1753981758481757,4.735998686158437e-05
EDF_VD_mono_LA_between_random,4206,131,4069,22967.495365418465,0.17742465755041,6.429652702407439e-05
EDF_VD_mono_LA_between_uni,4206,145,4055,18567.488045416176,0.2187156383279618,7.257346980514463e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,4206,162,4038,41326.423674048034,0.0978550680285342,7.68048020364431e-06
EDF_VD_mono_LA_RL,4206,150,4050,15973.834432115513,0.2539152397777068,0.0006807795063336
EDF_VD_mono_LA_maxQoS,4206,76,4124,42945.48670611209,0.0961684292522457,7.085658676192739e-06
EDF_VD_mono_LA,4206,189,4011,22848.44504324718,0.1758106511141867,5.150142569670319e-05
EDF_VD_mono_LA_between_random,4206,138,4062,22900.92445050867,0.1776347504569686,4.580730571019658e-05
EDF_VD_mono_LA_between_uni,4206,146,4054,18685.04286311292,0.2172860950731373,4.908076008758202e-05
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,4206,145,4055,16105.841846984344,0.2521445347956388,0.0012543874810573
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_LA_RL,3805,60,3740,11121.138997210224,0.3367460833768417,0.0011098833226445
,0,0,0,0.0,0.0,0.0
EDF_VD_mono_new,3805,123,3677,29234.290880000037,0.12594798399980878,7.235420660030119e-06
EDF_VD_mono_LA_RL,3805,60,3740,11143.402005441774,0.33607331030247,0.001139310358175591
EDF_VD_mono_LA_maxQoS,3805,57,3743,30041.70944000005,0.1247598778453532,7.081757312306327e-06
EDF_VD_mono_LA,3805,146,3654,7470.415150396015,0.4897987496459327,4.619038077020285e-05
EDF_VD_mono_LA_between_random,3805,74,3726,13946.528849052029,0.26752176404479333,4.286538600109302e-05
EDF_VD_mono_LA_between_uni,3805,77,3723,7258.688810486086,0.5135913795635427,4.733572654839097e-05
,0,0,0,0.0,0.0,0.0
